Category,Message,tokenize,proc_message
ham,we can go 4 e normal pilates after our intro,"['go', '4', 'e', 'normal', 'pilat', 'intro']",go 4 e normal pilat intro
ham,ok let u noe when i leave my house,"['ok', 'let', 'u', 'noe', 'leav', 'hous']",ok let u noe leav hous
ham,oh yes why is it like torture watching england,"['oh', 'ye', 'like', 'tortur', 'watch', 'england']",oh ye like tortur watch england
ham,wanna do some art d,"['wan', 'na', 'art']",wan na art
ham,just hopeing that wasnt too pissed up to remember and has gone off to his sisters or something,"['hope', 'wasnt', 'piss', 'rememb', 'gone', 'sister', 'someth']",hope wasnt piss rememb gone sister someth
spam,hi the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service,"['hi', 'sexychat', 'girl', 'wait', 'text', 'text', 'great', 'night', 'chat', 'send', 'stop', 'stop', 'servic']",hi sexychat girl wait text text great night chat send stop stop servic
ham,good morning my boytoy hows those yummy lips  wheres my sexy buns now  what do you do  do you think of me  do you crave me  do you need me ,"['good', 'morn', 'boytoy', 'how', 'yummi', 'lip', 'where', 'sexi', 'bun', 'think', 'crave', 'need']",good morn boytoy how yummi lip where sexi bun think crave need
ham,match startedindia  ltgt  for 2,"['match', 'startedindia', 'ltgt', '2']",match startedindia ltgt 2
ham,once free call me sir,"['free', 'call', 'sir']",free call sir
ham,hey do you want anything to buy,"['hey', 'want', 'anyth', 'buy']",hey want anyth buy
ham,hey babe hows it going  did you ever figure out where your going for new years ,"['hey', 'babe', 'how', 'go', 'ever', 'figur', 'go', 'new', 'year']",hey babe how go ever figur go new year
ham,kkcongratulation ,['kkcongratul'],kkcongratul
ham,g wants to know where the fuck you are,"['g', 'want', 'know', 'fuck']",g want know fuck
ham,no it was cancelled yeah baby well that sounds important so i understand my darlin give me a ring later on this fone love kate x,"['cancel', 'yeah', 'babi', 'well', 'sound', 'import', 'understand', 'darlin', 'give', 'ring', 'later', 'fone', 'love', 'kate', 'x']",cancel yeah babi well sound import understand darlin give ring later fone love kate x
ham,tomarrow i want to got to court at  ltdecimalgt  so you come to bus stand at 9,"['tomarrow', 'want', 'got', 'court', 'ltdecimalgt', 'come', 'bu', 'stand', '9']",tomarrow want got court ltdecimalgt come bu stand 9
ham,ü go home liao ask dad to pick me up at 6,"['ü', 'go', 'home', 'liao', 'ask', 'dad', 'pick', '6']",ü go home liao ask dad pick 6
ham,omg you can make a wedding chapel in frontierville why do they get all the good stuff,"['omg', 'make', 'wed', 'chapel', 'frontiervil', 'get', 'good', 'stuff']",omg make wed chapel frontiervil get good stuff
ham,im eatin now lor but goin back to work soon e mountain deer show huh i watch b4 liao very nice,"['im', 'eatin', 'lor', 'goin', 'back', 'work', 'soon', 'e', 'mountain', 'deer', 'show', 'huh', 'watch', 'b4', 'liao', 'nice']",im eatin lor goin back work soon e mountain deer show huh watch b4 liao nice
ham,check maili have mailed varma and kept copy to you regarding membershiptake careinsha allah,"['check', 'maili', 'mail', 'varma', 'kept', 'copi', 'regard', 'membershiptak', 'careinsha', 'allah']",check maili mail varma kept copi regard membershiptak careinsha allah
ham,wrong phone this phone i answer this one but assume the other is people i dont well,"['wrong', 'phone', 'phone', 'answer', 'one', 'assum', 'peopl', 'dont', 'well']",wrong phone phone answer one assum peopl dont well
ham,anyway i dont think i can secure anything up here lemme know if you want me to drive down south and chill,"['anyway', 'dont', 'think', 'secur', 'anyth', 'lem', 'know', 'want', 'drive', 'south', 'chill']",anyway dont think secur anyth lem know want drive south chill
ham,im already back home so no probably not,"['im', 'alreadi', 'back', 'home', 'probabl']",im alreadi back home probabl
spam,hi this is amy we will be sending you a free phone number in a couple of days which will give you an access to all the adult parties,"['hi', 'ami', 'send', 'free', 'phone', 'number', 'coupl', 'day', 'give', 'access', 'adult', 'parti']",hi ami send free phone number coupl day give access adult parti
ham,i am in bus on the way to calicut,"['bu', 'way', 'calicut']",bu way calicut
ham,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored and james has been farting at me all night,"['hi', 'probabl', 'much', 'fun', 'get', 'messag', 'thought', 'id', 'txt', 'u', 'co', 'im', 'bore', 'jame', 'fart', 'night']",hi probabl much fun get messag thought id txt u co im bore jame fart night
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 730 wanna do somethin later call me later ortxt back jess xx,"['hi', 'babi', 'im', 'sat', 'bloodi', 'bu', 'mo', 'wont', 'home', '730', 'wan', 'na', 'somethin', 'later', 'call', 'later', 'ortxt', 'back', 'jess', 'xx']",hi babi im sat bloodi bu mo wont home 730 wan na somethin later call later ortxt back jess xx
spam,welcome to select an o2 service with added benefits you can now call our specially trained advisors free from your mobile by dialling 402,"['welcom', 'select', 'o2', 'servic', 'ad', 'benefit', 'call', 'special', 'train', 'advisor', 'free', 'mobil', 'diall', '402']",welcom select o2 servic ad benefit call special train advisor free mobil diall 402
ham,i lost 4 pounds since my doc visit last week woot woot now im gonna celebrate by stuffing my face,"['lost', '4', 'pound', 'sinc', 'doc', 'visit', 'last', 'week', 'woot', 'woot', 'im', 'gon', 'na', 'celebr', 'stuf', 'face']",lost 4 pound sinc doc visit last week woot woot im gon na celebr stuf face
ham,u coming back 4 dinner rite dad ask me so i re confirm wif u,"['u', 'come', 'back', '4', 'dinner', 'rite', 'dad', 'ask', 'confirm', 'wif', 'u']",u come back 4 dinner rite dad ask confirm wif u
ham,doing my masters when will you buy a bb cos i have for sale and hows bf,"['master', 'buy', 'bb', 'co', 'sale', 'how', 'bf']",master buy bb co sale how bf
ham,ahhhhjust woken uphad a bad dream about u thoso i dont like u right now  i didnt know anything about comedy night but i guess im up for it,"['ahhhhjust', 'woken', 'uphad', 'bad', 'dream', 'u', 'thoso', 'dont', 'like', 'u', 'right', 'didnt', 'know', 'anyth', 'comedi', 'night', 'guess', 'im']",ahhhhjust woken uphad bad dream u thoso dont like u right didnt know anyth comedi night guess im
ham,im viveki got call from your number,"['im', 'viveki', 'got', 'call', 'number']",im viveki got call number
ham,why didnt u call on your lunch,"['didnt', 'u', 'call', 'lunch']",didnt u call lunch
ham,what i mean was i left too early to check cos im working a 96,"['mean', 'left', 'earli', 'check', 'co', 'im', 'work', '96']",mean left earli check co im work 96
ham,i want  ltgt  rs dado you have it,"['want', 'ltgt', 'rs', 'dado']",want ltgt rs dado
ham,i want to see your pretty pussy,"['want', 'see', 'pretti', 'pussi']",want see pretti pussi
spam,dear voucher holder have your next meal on us use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttpwwwvouch4mecometlpdiningasp,"['dear', 'voucher', 'holder', 'next', 'meal', 'us', 'use', 'follow', 'link', 'pc', '2', 'enjoy', '2', '4', '1', 'dine', 'experiencehttpwwwvouch4mecometlpdiningasp']",dear voucher holder next meal us use follow link pc 2 enjoy 2 4 1 dine experiencehttpwwwvouch4mecometlpdiningasp
ham,a few people are at the game im at the mall with iouri and kaila,"['peopl', 'game', 'im', 'mall', 'iouri', 'kaila']",peopl game im mall iouri kaila
spam,urgent we are trying to contact u todays draw shows that you have won a 2000 prize guaranteed call 09058094507 from land line claim 3030 valid 12hrs only,"['urgent', 'tri', 'contact', 'u', 'today', 'draw', 'show', '2000', 'prize', 'guarante', 'call', '09058094507', 'land', 'line', 'claim', '3030', 'valid', '12hr']",urgent tri contact u today draw show 2000 prize guarante call 09058094507 land line claim 3030 valid 12hr
spam,you can donate 250 to unicefs asian tsunami disaster support fund by texting donate to 864233 250 will be added to your next bill,"['donat', '250', 'unicef', 'asian', 'tsunami', 'disast', 'support', 'fund', 'text', 'donat', '864233', '250', 'ad', 'next', 'bill']",donat 250 unicef asian tsunami disast support fund text donat 864233 250 ad next bill
ham,future is not what we planned for tomorrow it is the result of what we do today do the best in present enjoy the future,"['futur', 'plan', 'tomorrow', 'result', 'today', 'best', 'present', 'enjoy', 'futur']",futur plan tomorrow result today best present enjoy futur
ham,i will cme i want to go to hos 2morow after that i wil cme this what i got from her dear what to do she didnt say any time,"['cme', 'want', 'go', 'ho', '2morow', 'wil', 'cme', 'got', 'dear', 'didnt', 'say', 'time']",cme want go ho 2morow wil cme got dear didnt say time
ham,we are supposed to meet to discuss abt our trip thought xuhui told you in the afternoon thought we can go for lesson after that,"['suppos', 'meet', 'discuss', 'abt', 'trip', 'thought', 'xuhui', 'told', 'afternoon', 'thought', 'go', 'lesson']",suppos meet discuss abt trip thought xuhui told afternoon thought go lesson
ham,hey come online use msn we are all there,"['hey', 'come', 'onlin', 'use', 'msn']",hey come onlin use msn
ham,im fine hope you are good do take care,"['im', 'fine', 'hope', 'good', 'take', 'care']",im fine hope good take care
ham,oops i was in the shower when u called hey a parking garage collapsed at university hospital see im not crazy stuff like that does happen,"['oop', 'shower', 'u', 'call', 'hey', 'park', 'garag', 'collaps', 'univers', 'hospit', 'see', 'im', 'crazi', 'stuff', 'like', 'happen']",oop shower u call hey park garag collaps univers hospit see im crazi stuff like happen
ham,aiyo u so poor thing then u dun wan 2 eat u bathe already,"['aiyo', 'u', 'poor', 'thing', 'u', 'dun', 'wan', '2', 'eat', 'u', 'bath', 'alreadi']",aiyo u poor thing u dun wan 2 eat u bath alreadi
ham,yar i tot u knew dis would happen long ago already,"['yar', 'tot', 'u', 'knew', 'di', 'would', 'happen', 'long', 'ago', 'alreadi']",yar tot u knew di would happen long ago alreadi
ham,you are gorgeous keep those pix cumming  thank you,"['gorgeou', 'keep', 'pix', 'cum', 'thank']",gorgeou keep pix cum thank
ham,jade its paul y didnt u txt me do u remember me from barmed i want 2 talk 2 u txt me,"['jade', 'paul', 'didnt', 'u', 'txt', 'u', 'rememb', 'barm', 'want', '2', 'talk', '2', 'u', 'txt']",jade paul didnt u txt u rememb barm want 2 talk 2 u txt
ham,spending new years with my brother and his family lets plan to meet next week are you ready to be spoiled ,"['spend', 'new', 'year', 'brother', 'famili', 'let', 'plan', 'meet', 'next', 'week', 'readi', 'spoil']",spend new year brother famili let plan meet next week readi spoil
ham,so what u doing today,"['u', 'today']",u today
ham,i said its okay sorry,"['said', 'okay', 'sorri']",said okay sorri
ham,slept i thinkthis time  ltgt  pm is not dangerous,"['slept', 'thinkthi', 'time', 'ltgt', 'pm', 'danger']",slept thinkthi time ltgt pm danger
ham,networking job is there,"['network', 'job']",network job
spam,goldviking 29m is inviting you to be his friend reply yes762 or no762 see him wwwsmsacugoldviking stop send stop frnd to 62468,"['goldvik', '29m', 'invit', 'friend', 'repli', 'yes762', 'no762', 'see', 'wwwsmsacugoldvik', 'stop', 'send', 'stop', 'frnd', '62468']",goldvik 29m invit friend repli yes762 no762 see wwwsmsacugoldvik stop send stop frnd 62468
ham,dont let studying stress you out l8r,"['dont', 'let', 'studi', 'stress', 'l8r']",dont let studi stress l8r
ham,thats y u haf 2 keep me busy,"['that', 'u', 'haf', '2', 'keep', 'busi']",that u haf 2 keep busi
ham,no rushing im not working im in school so if we rush we go hungry,"['rush', 'im', 'work', 'im', 'school', 'rush', 'go', 'hungri']",rush im work im school rush go hungri
ham,which channel,['channel'],channel
ham,so your telling me i coulda been your real valentine and i wasnt u never pick me for nothing,"['tell', 'coulda', 'real', 'valentin', 'wasnt', 'u', 'never', 'pick', 'noth']",tell coulda real valentin wasnt u never pick noth
spam,phony 350 award  todays voda numbers ending xxxx are selected to receive a 350 award if you have a match please call 08712300220 quoting claim code 3100 standard rates app,"['phoni', '350', 'award', 'today', 'voda', 'number', 'end', 'xxxx', 'select', 'receiv', '350', 'award', 'match', 'pleas', 'call', '08712300220', 'quot', 'claim', 'code', '3100', 'standard', 'rate', 'app']",phoni 350 award today voda number end xxxx select receiv 350 award match pleas call 08712300220 quot claim code 3100 standard rate app
ham,we made it eta at taunton is 1230 as planned hope thats still okday good to see you xx,"['made', 'eta', 'taunton', '1230', 'plan', 'hope', 'that', 'still', 'okday', 'good', 'see', 'xx']",made eta taunton 1230 plan hope that still okday good see xx
ham,im hungry buy smth home,"['im', 'hungri', 'buy', 'smth', 'home']",im hungri buy smth home
ham,hey kate hope ur ok will give u a buz wedlunch go outsomewhere 4 adrink in towncud go 2watershd 4 a bit ppl fromwrk will bthere love petexxx,"['hey', 'kate', 'hope', 'ur', 'ok', 'give', 'u', 'buz', 'wedlunch', 'go', 'outsomewher', '4', 'adrink', 'towncud', 'go', '2watershd', '4', 'bit', 'ppl', 'fromwrk', 'bthere', 'love', 'petexxx']",hey kate hope ur ok give u buz wedlunch go outsomewher 4 adrink towncud go 2watershd 4 bit ppl fromwrk bthere love petexxx
ham,my drive can only be read i need to write,"['drive', 'read', 'need', 'write']",drive read need write
ham,just looked it up and addie goes back monday sucks to be her,"['look', 'addi', 'goe', 'back', 'monday', 'suck']",look addi goe back monday suck
ham,happy new year hope you are having a good semester,"['happi', 'new', 'year', 'hope', 'good', 'semest']",happi new year hope good semest
ham,esplanade lor where else,"['esplanad', 'lor', 'els']",esplanad lor els
ham,can you talk with me,['talk'],talk
ham,hmph go head big baller,"['hmph', 'go', 'head', 'big', 'baller']",hmph go head big baller
